time elapsed: 151.7471 seconds

=================================

sim results:

number of photons = 1000000.000000
bin size = 0.00833 [cm] 
last row is overflow. Ignore.
r [cm] 	 Fsph [1/cm2] 	 Fcyl [1/cm2] 	 Fpla [1/cm2]
0.00417 	 2.225e-02 	 1.655e-01 	 2.692e-01 
0.01250 	 7.333e-03 	 1.660e-01 	 2.685e-01 
0.02083 	 1.186e-02 	 1.649e-01 	 2.678e-01 
0.02917 	 1.049e-02 	 1.623e-01 	 2.698e-01 
0.03750 	 1.075e-02 	 1.610e-01 	 2.700e-01 
0.04583 	 1.116e-02 	 1.597e-01 	 2.690e-01 
0.05417 	 1.121e-02 	 1.609e-01 	 2.700e-01 
0.06250 	 1.064e-02 	 1.600e-01 	 2.706e-01 
0.07083 	 1.087e-02 	 1.611e-01 	 2.711e-01 
0.07917 	 1.056e-02 	 1.609e-01 	 2.719e-01 
0.08750 	 1.110e-02 	 1.623e-01 	 2.726e-01 
0.09583 	 1.103e-02 	 1.606e-01 	 2.720e-01 
0.10417 	 1.074e-02 	 1.623e-01 	 2.725e-01 
0.11250 	 1.128e-02 	 1.624e-01 	 2.742e-01 
0.12083 	 1.123e-02 	 1.626e-01 	 2.737e-01 
0.12917 	 1.132e-02 	 1.622e-01 	 2.753e-01 
0.13750 	 1.161e-02 	 1.629e-01 	 2.754e-01 
0.14583 	 1.151e-02 	 1.636e-01 	 2.757e-01 
0.15417 	 1.168e-02 	 1.642e-01 	 2.782e-01 
0.16250 	 1.089e-02 	 1.639e-01 	 2.783e-01 
0.17083 	 1.074e-02 	 1.641e-01 	 2.802e-01 
0.17917 	 1.100e-02 	 1.643e-01 	 2.811e-01 
0.18750 	 1.119e-02 	 1.645e-01 	 2.829e-01 
0.19583 	 1.127e-02 	 1.641e-01 	 2.845e-01 
0.20417 	 1.161e-02 	 1.664e-01 	 2.849e-01 
0.21250 	 1.121e-02 	 1.660e-01 	 2.867e-01 
0.22083 	 1.145e-02 	 1.666e-01 	 2.873e-01 
0.22917 	 1.154e-02 	 1.663e-01 	 2.906e-01 
0.23750 	 1.120e-02 	 1.669e-01 	 2.913e-01 
0.24583 	 1.158e-02 	 1.677e-01 	 2.925e-01 
0.25417 	 1.149e-02 	 1.675e-01 	 2.944e-01 
0.26250 	 1.153e-02 	 1.691e-01 	 2.978e-01 
0.27083 	 1.161e-02 	 1.693e-01 	 2.980e-01 
0.27917 	 1.173e-02 	 1.704e-01 	 2.999e-01 
0.28750 	 1.174e-02 	 1.698e-01 	 3.017e-01 
